場所コード,場所名称,場所略称,場所検索名称,郵便番号,住所１,住所２,住所３,電話番号,担当者,備考,方面１コード,方面１名称,方面２コード,方面２名称,使用停止フラグ,登録日,登録時刻,登録社員コード,更新日,更新時刻,更新社員コード
"0002842","いわせ食品　今泉工場","いわせ食品　今泉工場","ｲﾜｾｼｮｸﾋﾝ","","いわせ食品　今泉工場","","","","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002843","三谷産業　千葉","三谷産業　千葉","ﾐﾀﾆｻﾝｷﾞｮｳ","","千葉県市原市五井9039","","","0436-25-2300","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002844","郡山ﾘｻｲｸﾙ協同組合","郡山ﾘｻｲｸﾙ協同組合","ｺｵﾘﾔﾏﾘｻｲｸﾙ","","郡山ﾘｻｲｸﾙ協同組合","","","","","","","","","","0","20180718","230157","SYSTEM","20180730","133847","000001"
"0002845","昭和ｺﾝｸﾘｰﾄ　福島工場","昭和ｺﾝｸﾘｰﾄ　福島工場","ｼｮｳﾜｺﾝｸﾘｰﾄ","","福島県西白河郡中島村大字滑津字平名塚13","","","","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002846","矢吹病院","矢吹病院","ﾔﾌﾞｷﾋﾞｮｳｲﾝ","","福島県西白河郡矢吹町滝八幡100","","","0248-42-3111","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002847","東北ポール　白河","東北ポール　白河","ﾄｳﾎｸﾎﾟｰﾙ","","福島県白河市新白河4-13","","","0248-22-2323","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002848","フィード・ワン　研究所","フィード・ワン　研究","ﾌｨｰﾄﾞ･ﾜﾝ","","福島県田村郡小野町雁股田大字関場110-30","","","","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002849","水野商店","水野商店","ﾐｽﾞﾉ","","水野商店","","","","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002850","エーディア　茨城","エーディア　茨城","ｴｰﾃﾞｨｱ","","茨城県稲敷郡阿見町吉原3262-12","","","029-889-2242","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002851","郡山ｽｳｨﾝｽｲﾐﾝｸﾞｽｸｰﾙ","郡山ｽｳｨﾝｽｲﾐﾝｸﾞｽｸｰﾙ","ｺｵﾘﾔﾏｽｳｨﾝ","","福島県郡山市亀田1-3-8","","","","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002852","東亜合成　広野工場","東亜合成　広野工場","ﾄｳｱｺﾞｳｾｲ","","福島県双葉郡広野町大字上北迫字岩-16沢","","","0270-27-1153","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002853","佐藤燃料　中台ｵｲﾙｾﾝﾀｰ","佐藤燃料　中台ｵｲﾙｾﾝﾀ","ｻﾄｳﾈﾝﾘｮｳ","","福島県郡山市富久山町久保田字中台9-1","","","024-942-9264","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002854","喜多方学校給食共同調理場","喜多方学校給食共同調","ｷﾀｶﾀｶﾞｯｺｳ","","福島県喜多方市豊川町米室古開142-2","","","","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002855","医療法人明信会　今泉西病院","医療法人明信会　今泉","ｲﾘｮｳﾎｳｼﾞﾝﾒ","","福島県郡山市朝日2-18-8","","","","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002856","大木産業　小名浜工場","大木産業　小名浜工場","ｵｵｷｻﾝｷﾞｮｳ","","福島県いわき市中部工業団地14-1","","","0246-44-6550","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002857","信夫工業　日和田混合所","信夫工業　日和田混合","ｼﾉﾌﾞｺｳｷﾞｮｳ","","福島県日和田町大字高倉字神送坂7","","","","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002858","新日鉄住金　鹿島製鉄所","新日鉄住金　鹿島製鉄","ｼﾝﾆｯﾃﾂ","","茨城県鹿嶋市大字光3","","","0299-84-2793","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002859","三菱重工　石巻","三菱重工　石巻","ﾐﾂﾋﾞｼｼﾞｭｳｺ","","三菱重工　石巻","","","","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002860","三菱重工　山元","三菱重工　山元","ﾐﾂﾋﾞｼｼﾞｭｳｺ","","三菱重工　山元","","","","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002861","勿来TAIGAｶﾝﾄﾘｰｸﾗﾌﾞ","勿来TAIGAｶﾝﾄﾘｰｸﾗﾌﾞ","ﾅｺｿﾀｲｶﾞ","","福島県いわき市勿来四沢天ヶ作109","","","0246-64-7111","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002862","ファルテック","ファルテック","ﾌｧﾙﾃｯｸ","","福島県いわき市三沢町中三坂湯ノ向105","","","0246-85-2111","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002863","SSKプロダクツ　福島工場","SSKプロダクツ　福島","ｴｽｴｽｹｲﾌﾟﾛ","","福島県伊達市中志和田30","","","024-583-3411","","","","","","","0","20180718","230157","SYSTEM","20180730","132739","000001"
"0002864","純正化学　茨城","純正化学　茨城","ｼﾞｭﾝｾｲｶｶﾞｸ","","茨城県北茨城市中郷町日棚字宝壺644-47","","","0293-42-7261","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002865","ジプテック小名浜工場","ジプテック小名浜工場","ｼﾞﾌﾟﾃｯｸ","","福島県いわき市小名浜字高山1-305","","","0246-54-2621","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002866","小島化学薬品","小島化学薬品","ｺｼﾞﾏｶｶﾞｸﾔｸ","","埼玉県狭山市柏原337-26","","","04-2953-9268","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002867","ＫＰＳ","ＫＰＳ","ｹｰﾋﾟｰｴｽ","","ＫＰＳ","","","","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002868","安達地方広域行組もとみやｸﾘｰﾝｾﾝﾀｰ","安達地方広域行組もと","ｱﾀﾞﾁﾁﾎｳｺｳｲ","","福島県本宮市本宮字作田113","","","0243-33-5499","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002869","エーシーケミカル関東","エーシーケミカル関東","ｴｰｼｰｹﾐｶﾙ","","茨城県稲敷郡阿見町大字星の里3-1","阿見東部工業団地内","","029-833-6002","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002870","大陽工業　羽生","大陽工業　羽生","ﾀｲﾖｳｺｳｷﾞｮｳ","","埼玉県羽生市大沼2-47","","","","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002871","ティーエムパック","ティーエムパック","ﾃｨｰｴﾑﾊﾟｯｸ","","宮城県仙台市宮城野区港2-4-1","","","022-388-7610","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002872","ＪＸ金属ﾌﾟﾚｼｼﾞｮﾝﾃｸﾉﾛｼﾞｰ　江刺","ＪＸ金属ﾌﾟﾚｼｼﾞｮﾝﾃｸﾉﾛ","ｼﾞｪｲｴｯｸｽｷﾝ","","岩手県奥州市江刺区岩谷堂字松長根12-4","","","0197-35-7111","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002873","宝酒造　松戸","宝酒造　松戸","ﾀｶﾗｼｭｿﾞｳ","","千葉県松戸市新作字高田111","","","047-362-0413","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002874","北越ｺｰﾎﾟﾚｰｼｮﾝ　新潟","北越ｺｰﾎﾟﾚｰｼｮﾝ　新潟","ﾎｸｴﾂｺｰﾎﾟﾚｰｼｮﾝ","","新潟県新潟市東区榎町57","","","025-273-6171","","","","","","","0","20180718","230157","SYSTEM","20230608","133918","000002"
"0002875","いわきサンソセンター本社","いわきサンソセンター","ｲﾜｷｻﾝｿｾﾝﾀｰ","","福島県いわき市錦町徳力41","","","0246-63-3195","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002876","ＩＨＩ相馬","ＩＨＩ相馬","ｱｲｴｲﾁｱｲ","","福島県相馬市大野台1-2-1","","","0244-37-3764","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002877","菓匠三全","菓匠三全","ｶｼｮｳｻﾝｾﾞﾝ","","宮城県柴田郡大河原町大谷字保科前18","","","","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002878","ＮＳＣ　神栖工場","ＮＳＣ　神栖工場","ｴﾇｴｽｼｰ","","茨城県神栖市南浜7JFE条鋼内","","","0299-90-5254","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002879","王子マテリア日光工場","王子マテリア日光工場","ｵｳｼﾞﾏﾃﾘｱ","","栃木県宇都宮市白沢町592","","","","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002880","大船渡ﾃﾞﾘﾊﾞﾘｰｾﾝﾀｰ","大船渡ﾃﾞﾘﾊﾞﾘｰｾﾝﾀｰ","ｵｵﾌﾅﾄﾃﾞﾘﾊﾞ","","岩手県大船渡市大船渡町字池ノ森33-9","","","","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002881","蔵王高原フーズ","蔵王高原フーズ","ｻﾞｵｳｺｳｹﾞﾝﾌｰｽﾞ","","宮城県白石市福岡長袋字沖118-1","","","022-424-2541","","","","","","","0","20180718","230157","SYSTEM","20180730","132614","000001"
"0002882","滝田商店","滝田商店","ﾀｷﾀｼｮｳﾃﾝ","","宮城県刈田郡蔵王町大字曲竹字道路西1","","","","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002883","シーズ棚倉生コン","シーズ棚倉生コン","ｼｰｽﾞﾀﾅｸﾗ","","福島県東白川郡棚倉町下山本字松並平34-8","","","0247-33-3233","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002884","シーズ流棚倉合材工場","シーズ流棚倉合材工場","ｼｰｽﾞﾅｶﾞﾚﾀﾅｸﾗ","","福島県東白川郡棚倉町大梅段川内303-23","","","","","","","","","","0","20180718","230157","SYSTEM","20180730","133102","000001"
"0002885","ｱｻﾋﾌｰﾄﾞｱﾝﾄﾞﾍﾙｽｹｱ　栃木","ｱｻﾋﾌｰﾄﾞｱﾝﾄﾞﾍﾙｽｹｱ　栃","ｱｻﾋﾌｰﾄﾞｱﾝﾄ","","栃木県下野市小金井18","","","0285-40-7611","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002886","北芝電機","北芝電機","ｷﾀｼﾊﾞ","960-1292","福島県福島市松川町字天王原9","","","024-537-2121","","","","","","","0","20180718","230157","SYSTEM","20210205","114427","000001"
"0002887","ｸﾞﾛｰﾊﾞﾙｳｪｰﾊｽﾞ・ｼﾞｬﾊﾟﾝ新潟","ｸﾞﾛｰﾊﾞﾙｳｪｰﾊｽﾞ・ｼﾞｬﾊﾟ","ｸﾞﾛｰﾊﾞﾙｳｪｰ","","新潟県北蒲原郡聖籠町東港6-861-5","","","025-256-3218","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002888","盛岡北部行政事務組合","盛岡北部行政事務組合","ﾓﾘｵｶﾎｸﾌﾞｷﾞ","","岩手県八幡平市平舘27地割49","","","","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002889","JGE鹿島基地","JGE鹿島基地","ｼﾞ","","JGE鹿島基地","","","","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002890","王子マテリア　江戸川","王子マテリア　江戸川","ｵｳｼﾞﾏﾃﾘｱ","","東京都江戸川区東篠崎2-3-2","","","03-3679-1113","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002891","伊達地方衛生　汚泥再生処理センタ","伊達地方衛生　汚泥再","ﾀﾞﾃﾁﾎｳｴｲｾｲ","","福島県伊達郡桑折町大字伊達崎字船場東1-1","","","024-575-2372","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002892","アサカ理研　いわき","アサカ理研　いわき","ｱｻｶﾘｹﾝ ｲﾜｷ","","福島県いわき市泉町黒須野字江越246-23","","","0246-84-6295","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002893","ＤＮＰﾌｧｲﾝｹﾐｶﾙ　宇都宮","ＤＮＰﾌｧｲﾝｹﾐｶﾙ　宇都","ﾃﾞｨｰｴﾇﾋﾟｰ","","ＤＮＰﾌｧｲﾝｹﾐｶﾙ　宇都宮","","","","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002894","キョウデン東北茨城（中郷町）","キョウデン東北茨城（","ｷｮｳﾃﾞﾝ","","茨城県北茨城市中郷町日棚字宝壺644-12","","","0293-30-1777","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002895","王子チヨダコンテナー　福島","王子チヨダコンテナー","ｵｳｼﾞ","","福島県伊達市保原町字東野崎100","","","024-575-4131","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002896","ｴｽｴｽいずみや商店","ｴｽｴｽいずみや商店","ｴｽｴｽｲｽﾞﾐﾔ","","福島県いわき市遠野町字大黒山38-2","","","","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002897","アルティア","アルティア","ｱﾙﾃｨｱ","","福島県好間工業団地2-3","","","","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002898","東海林石油","東海林石油","ｼｮｳｼﾞｾｷﾕ","","福島県いわき市錦町鳥居西3","","","","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002899","三菱重工環境化学ｴﾝｼﾞﾆｱﾘﾝｸﾞ　富岡","三菱重工環境化学ｴﾝｼﾞ","ﾐﾂﾋﾞｼ","","三菱重工環境化学ｴﾝｼﾞﾆｱﾘﾝｸﾞ　富岡","","","","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0020159","鏡が池碧山亭","鏡が池碧山亭","ｶｶﾞﾐｲｹﾍｷｻﾞﾝﾃｲ","","福島県二本松岳温泉2-13","","","0243-24-2008","","","","","","","0","20180718","230157","SYSTEM","20180725","140942","000001"
"0099996","バキュ-ム作業","バキュ-ム作業","ﾊﾞｷｭ-ﾑｻｷﾞｮ","","バキュ-ム作業","","","","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0099997","抜き取り作業","抜き取り作業","ﾇｷﾄﾘｻ","","抜き取り作業","","","","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0099998","構内作業","構内作業","ｺｳﾅｲｻ","","構内作業","","","","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0099999","総合計","総合計","ｿｳｺﾞｳ","","総合計","","","","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0010084","秋保グランドホテル","秋保グランドホテル","ｱｷｳｸﾞﾗﾝﾄﾞﾎﾃﾙ","","宮城県仙台市太白区秋保町湯元字枇杷原12-2","","","022-397-3131","","","","","","","0","20180718","230157","SYSTEM","20180730","141519","000001"
"0010087","東北中央病院　（山形）","東北中央病院　（山形","ﾄｳﾎｸﾁｭｳｵｳﾋﾞｮｳｲﾝ","","山形県山形市和合町3丁目2-5","","","0236-23-5111","","","","","","","0","20180718","230157","SYSTEM","20180730","141550","000001"
"0010089","片倉病院","片倉病院","ｶﾀｸﾗﾋﾞｮｳｲﾝ","","宮城県大崎市古川浦町1-37","","","0229-22-0016","","","","","","","0","20180718","230157","SYSTEM","20180730","141610","000001"
"0010091","ＡＳＥジャパン","ＡＳＥジャパン","ｴｰｴｽｲｰｼﾞｬﾊﾟﾝ","","山形県東置賜郡高畠町大字入生田1863","","","0238-57-5182","","","","","","","0","20180718","230157","SYSTEM","20180730","141654","000001"
"0010093","森紙業　柴田事業所","森紙業　柴田事業所","ﾓﾘｼｷﾞｮｳｼﾊﾞﾀ","","宮城県柴田郡柴田町大字中名生字神明堂","","","0224-55-3311","","","","","","","0","20180718","230157","SYSTEM","20180730","141710","000001"
"0010094","鈴木食品製造","鈴木食品製造","ｽｽﾞｷｼｮｸﾋﾝｾｲｿﾞｳ","","山形県寒河江市大字寒河江字仲田141-1","","","0237-86-5161","","","","","","","0","20180718","230157","SYSTEM","20180730","141729","000001"
"0010095","共同企業体仙台東アスコン","共同企業体仙台東アス","ｷｮｳﾄﾞｳｷｷﾞｮｳﾀｲｾﾝﾀﾞｲ","","宮城県仙台市若林区卸町東5-1-36","","","022-288-6996","","","","","","","0","20180718","230157","SYSTEM","20180730","141755","000001"
"0010096","東洋リネンサプライ","東洋リネンサプライ","ﾄｳﾖｳﾘﾈﾝｻﾌﾟﾗｲ","","宮城県黒川郡大和町鶴巣大平字下碇57","","","022-343-2114","","","","","","","0","20180718","230157","SYSTEM","20180730","141832","000001"
"0010097","太平洋工業","太平洋工業","ﾀｲﾍｲﾖｳｺｳｷﾞｮｳ","","宮城県栗原市栗駒猿飛来大長根6","","","0228-49-1311","","","","","","","0","20180718","230157","SYSTEM","20180730","141848","000001"
"0010098","東北クリーンサービス","東北クリーンサービス","ﾄｳﾎｸｸﾘｰﾝ","","岩手県西磐井郡平泉町平泉字高田前","","","0191-46-2227","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0010100","アズマ化成","アズマ化成","ｱｽﾞﾏｶｾｲ","","山形県米沢市八幡原3丁目4452-19","","","023-828-2555","","","","","","","0","20180718","230157","SYSTEM","20180730","141936","000001"
"0010101","穴原温泉　吉川屋","穴原温泉　吉川屋","ｱﾅﾊﾞﾗｵﾝｾﾝﾖｼｶﾜﾔ","","福島県福島市飯坂町湯野字新湯6","","","024-542-2226","","","","","","","0","20180718","230157","SYSTEM","20180730","142012","000001"
"0010102","ﾛｲﾔﾙﾈｯﾄﾜーｸﾘﾈﾝｻﾌﾟﾗｲ","ﾛｲﾔﾙﾈｯﾄﾜーｸﾘﾈﾝｻﾌﾟﾗｲ","ﾛｲﾔﾙﾈｯﾄﾜｰｸ","","山形県米沢市万世町片子4875-4","","","0238-22-6359","","","","","","","0","20180718","230157","SYSTEM","20180730","142147","000001"
"0010103","前田コンクリート工業　宮城工場","前田コンクリート工業","ﾏｴﾀﾞｺﾝｸﾘｰﾄｺｳｷﾞｮｳ","","宮城県大崎市田尻八幡字袋沢35-5","","","0229-39-1321","","","","","","","0","20180718","230157","SYSTEM","20180730","142206","000001"
"0010105","モガミフーズ","モガミフーズ","ﾓｶﾞﾐﾌｰｽﾞ","","山形県西村山郡河北町谷地字鉾江","","","0237-73-2225","","","","","","","0","20180718","230157","SYSTEM","20180730","142222","000001"
"0010106","岩沼屋","岩沼屋","ｲﾜﾇﾏﾔ","","宮城県仙台市太白区秋保町湯元字薬師107","","","022-398-2026","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0010107","ホテル瑞鳳","ホテル瑞鳳","ﾎﾃﾙｽﾞｲﾎｳ","","宮城県仙台市太白区秋保町湯元字除26-1","","","022-397-1134","","","","","","","0","20180718","230157","SYSTEM","20180730","142304","000001"
"0010109","サンヨー缶詰　山形工場","サンヨー缶詰　山形工","ｻﾝﾖｰｶﾝﾂﾞﾒﾔﾏｶﾞﾀ","","山形県東置賜郡高畠町大字安久津字加茂川原","2311番地","","0238-52-4860","","","","","","","0","20180718","230157","SYSTEM","20180730","142327","000001"
"0010110","伊藤ハムデイリー　東北工場","伊藤ハムデイリー　東","ｲﾄｳﾊﾑﾃﾞｲﾘｰﾄｳﾎｸ","","宮城県栗原市高清水来光沢20","","","0228-58-3213","","","","","","","0","20180718","230157","SYSTEM","20180730","142355","000001"
"0010111","鈴清食品","鈴清食品","ｽｽﾞｾｲｼｮｸﾋﾝ","","岩手県一関市東山町松川字地蔵平150-1","","","0191-35-2700","","","","","","","0","20180718","230157","SYSTEM","20180730","142409","000001"
"0010112","山形メイコー","山形メイコー","ﾔﾏｶﾞﾀﾒｲｺｰ","","山形県西村山郡河北町谷地字真木250","","","0237-73-4515","","","","","","","0","20180718","230157","SYSTEM","20180730","142437","000001"
"0010113","山形熱供給","山形熱供給","ﾔﾏｶﾞﾀﾈﾂｷｮｳｷｭｳ","","山形県山形市城南町一丁目","","","","","","","","","","0","20180718","230157","SYSTEM","20180730","142457","000001"
"0010114","丸中白土","丸中白土","ﾏﾙﾁｭｳｼﾗﾄﾞ","","福島県福島市飯坂町中野字蛭田66","","","024-542-2361","","","","","","","0","20180718","230157","SYSTEM","20180730","142517","000001"
"0010115","リアスコン","リアスコン","ﾘｱｽｺﾝ","","宮城県仙台市青葉区芋沢字不動堂22-3","","","022-394-5281","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0010116","ミクロ","ミクロ","ﾐｸﾛ","","山形県天童市石鳥居１丁目1-33","","","023-655-2221","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0010117","大成農材","大成農材","ﾀｲｾｲﾉｳｻﾞｲ","","宮城県石巻市魚町1丁目2-5","","","0225-22-6618","","","","","","","0","20180718","230157","SYSTEM","20180730","142543","000001"
"0010118","はなしのぶ","はなしのぶ","ﾊﾅｼﾉﾌﾞ","","福島県福島市平石字堰ノ上3","","","024-544-0711","","","","","","","0","20180718","230157","SYSTEM","20180730","142628","000001"
"0010119","石巻専修大学","石巻専修大学","ｲｼﾉﾏｷｾﾝｼｭｳﾀﾞｲｶﾞｸ","","宮城県石巻市南境字新水戸一","","","0225-22-7711","","","","","","","0","20180718","230157","SYSTEM","20180730","142646","000001"
"0010120","イオンモール富谷","イオンモール富谷","ｲｵﾝﾓｰﾙﾄﾐﾔ","","宮城県黒川郡富谷町大清水1-33-1","","","022-348-1381","","","","","","","0","20180718","230157","SYSTEM","20180730","142802","000001"
"0010121","コスモリネンサプライ","コスモリネンサプライ","ｺｽﾓﾘﾈﾝｻﾌﾟﾗｲ","","宮城県仙台市泉区福岡字森下4-9","","","022-379-6311","","","","","","","0","20180718","230157","SYSTEM","20180730","142815","000001"
"0010122","はながさアスコン共同企業体","はながさアスコン共同","ﾊﾅｶﾞｻｱｽｺﾝ","","山形県尾花沢市大字五十沢十二番地","","","0237-24-1071","","","","","","","0","20180718","230157","SYSTEM","20180730","142835","000001"
"0010123","三丸化学","三丸化学","ｻﾝﾏﾙｶｶﾞｸ","","宮城県柴田郡村田町大字村田字西ケ丘12-1","","","022-483-4483","","","","","","","0","20180718","230157","SYSTEM","20210811","150242","000006"
"0010124","ｵｰﾄﾗﾝﾄﾞﾘｰﾀｶﾉ鶴代工場","ｵｰﾄﾗﾝﾄﾞﾘｰﾀｶﾉ鶴代工場","ｵｰﾄﾗﾝﾄﾞﾘｰﾀｶﾉ","","宮城県仙台市若林区鶴代町6-48-2","","","022-239-8271","","","","","","","0","20180718","230157","SYSTEM","20180730","142901","000001"
"0010125","岩手生物工学研究所","岩手生物工学研究所","ｲﾜﾃ","","岩手県北上市成田22-174-4","","","","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0010126","ﾋﾟｰ・ｴｽ・ｺﾝｸﾘｰﾄ　北上工場","ﾋﾟｰ・ｴｽ・ｺﾝｸﾘｰﾄ　北","ﾋﾟｰｴｽｺﾝｸﾘｰﾄｷﾀｶﾐ","","岩手県北上市村崎野14地割426","","","0197-66-2021","","","","","","","0","20180718","230157","SYSTEM","20180730","142930","000001"
"0010127","新岩手砕石","新岩手砕石","ｼﾝｲﾜﾃｻｲｾｷ","","岩手県奥州市江刺区井手字口沢1-2","","","0197-39-2117","","","","","","","0","20180718","230157","SYSTEM","20180730","142946","000001"
"0010128","トーニチ","トーニチ","ﾄｰﾆﾁ","","福島県福島市瀬上町字新田中通1-3","","","024-552-2603","","","","","","","0","20180718","230157","SYSTEM","20180730","142956","000001"
"0010129","ホテル佐勘","ホテル佐勘","ﾎﾃﾙｻｶﾝ","","宮城県仙台市太白区秋保町湯元字薬師28","","","022-398-2213","","","","","","","0","20180718","230157","SYSTEM","20180730","143038","000001"
"0010130","藤加工所","藤加工所","ﾌｼﾞｶｺｳｼﾞｮ","","福島県相馬郡鹿島町永田字永田48","","","0244-46-5105","","","","","","","0","20180718","230157","SYSTEM","20180730","143052","000001"
"0010131","ゆと森倶楽部","ゆと森倶楽部","ﾕﾄﾓﾘｸﾗｸ","","宮城県刈田郡蔵王町遠刈田温泉字上ノ原128","","","022-434-2311","","","","","","","0","20180718","230157","SYSTEM","20180730","143107","000001"
"0010132","三雄商会","三雄商会","ｻﾝﾕｳｼｮｳｶｲ","","宮城県気仙沼市字新城沖38-1","","","0226-23-7626","","","","","","","0","20180718","230157","SYSTEM","20180730","143344","000001"
"0010134","未来菜園","未来菜園","ﾐﾗｲｻｲｴﾝ","","宮城県黒川郡大衡村駒場字彦右衛門橋197","","","022-347-2258","","","","","","","0","20180718","230157","SYSTEM","20180730","143401","000001"
"0010083","エレック北上","エレック北上","ｴﾚｯｸｷﾀｶﾐ","","岩手県北上市相去町平林21","","","0197-67-2341","","","","","","","0","20180718","230157","SYSTEM","20180730","141501","000001"
"0010203","山形ロイヤル病院","山形ロイヤル病院","ﾔﾏｶﾞﾀﾛｲﾔﾙﾋﾞｮｳｲﾝ","","山形県東根市大森2-3-6","","","0237-43-8080","","","","","","","0","20180718","230157","SYSTEM","20180806","113839","000001"
"0010204","東亜道路工業　岩手工場","東亜道路工業　岩手工","ﾄｳｱﾄﾞｳﾛｺｳｷﾞｮｳｲﾜﾃ","","岩手県胆沢郡金ヶ崎町西根南野中27","","","0197-44-2233","","","","","","","0","20180718","230157","SYSTEM","20180806","113854","000001"
"0010205","アームロック","アームロック","ｱｰﾑﾛｯｸ","","岩手県一関市厳美町字猿鼻51","","","0191-29-2214","","","","","","","0","20180718","230157","SYSTEM","20180806","113916","000001"
"0010206","でん六","でん六","ﾃﾞﾝﾛｸ","","山形県山形市清住町3丁目2-45","","","0236-44-4420","","","","","","","0","20180718","230157","SYSTEM","20180806","113923","000001"
"0010207","鹿島道路　東山アスコン","鹿島道路　東山アスコ","ｶｼﾏﾄﾞｳﾛﾋｶﾞｼﾔﾏ","","山形県西置賜郡飯豊町添川字行人沢3514-53","","","0238-74-2354","","","","","","","0","20180718","230157","SYSTEM","20180806","113951","000001"
"0010208","東北東海","東北東海","ﾄｳﾎｸﾄｳｶｲ","","福島県二本松市高平75-3","","","0243-23-4111","","","","","","","0","20180718","230157","SYSTEM","20180806","114007","000001"
"0010209","共和コンクリート工業　水沢工場","共和コンクリート工業","ｷｮｳﾜｺﾝｸﾘｰﾄｺｳｷﾞｮｳ","","岩手県奥州市水沢区真城字土手根14","","","0197-24-2635","","","","","","","0","20180718","230157","SYSTEM","20180806","114045","000001"
"0010212","ダイナパック　福島事業所","ダイナパック　福島事","ﾀﾞｲﾅﾊﾟｯｸﾌｸｼﾏ","","福島県福島市瀬上町字南中川原1-1","","","024-5553-1121","","","","","","","0","20180718","230157","SYSTEM","20180806","114107","000001"
